datetime,year,month,day,random,sazonal,timeSeries
2004-01-01 00:00:00,2004,1,1,0.7974607612759177,1.0,10.797460761275918
2004-01-01 01:00:00,2004,1,1,0.3496730071016666,0.9999997588734665,10.349670595836331
2004-01-01 02:00:00,2004,1,1,0.1119526086551561,0.9999990354939822,10.111942963594977
2004-01-01 03:00:00,2004,1,1,0.20376852728305261,0.999997829861896,10.203746825902012
2004-01-01 04:00:00,2004,1,1,0.10982189120387431,0.9999961419777894,10.109783310981767
2004-01-01 05:00:00,2004,1,1,0.9857147542205527,0.9999939718424762,10.985654472645315
2004-01-01 06:00:00,2004,1,1,0.6868931367612064,0.9999913194570031,10.686806331331237
2004-01-01 07:00:00,2004,1,1,0.6522303153411908,0.9999881848226492,10.652112163567683
2004-01-01 08:00:00,2004,1,1,0.11563830585900536,0.9999845679409262,10.115483985268266
2004-01-01 09:00:00,2004,1,1,0.08530087020121435,0.9999804688135782,10.085105558336997
2004-01-01 10:00:00,2004,1,1,0.14412315545796683,0.9999758874425823,10.14388202988379
2004-01-01 11:00:00,2004,1,1,0.6600244814272668,0.9999708238301476,10.659732719728742
2004-01-01 12:00:00,2004,1,1,0.609919966574604,0.9999652779787161,10.609572746361767
2004-01-01 13:00:00,2004,1,1,0.7670671044075331,0.9999592498909624,10.766659603317157
2004-01-01 14:00:00,2004,1,1,0.651938373307438,0.9999527395697936,10.651465769005373
2004-01-01 15:00:00,2004,1,1,0.9158398870791611,0.9999457470183493,10.915297357262654
2004-01-01 16:00:00,2004,1,1,0.3173559257493882,0.9999382722400014,10.316738648149402
2004-01-01 17:00:00,2004,1,1,0.5553974029813679,0.9999303152383551,10.554700555364919
2004-01-01 18:00:00,2004,1,1,0.6913506445775697,0.9999218760172474,10.690569404750043
2004-01-01 19:00:00,2004,1,1,0.01455784356221157,0.999912954580748,10.013687389369693
2004-01-01 20:00:00,2004,1,1,0.12398506680080179,0.9999035509331596,10.123020576132399
2004-01-01 21:00:00,2004,1,1,0.558376052792693,0.9998936650790171,10.557312703582864
2004-01-01 22:00:00,2004,1,1,0.9319669691963017,0.9998832970230879,10.93079993942718
2004-01-01 23:00:00,2004,1,1,0.3620692230052044,0.9998724467703719,10.360793690708922
2004-01-02 00:00:00,2004,1,2,0.061919865655209794,0.9998611143261019,10.060531008916229
2004-01-02 01:00:00,2004,1,2,0.9606005519623508,0.9998492996957429,10.95909354891978
2004-01-02 02:00:00,2004,1,2,0.32391415817723257,0.9998370028849926,10.32228418702716
2004-01-02 03:00:00,2004,1,2,0.8705639480806276,0.999824223899781,10.868806187078437
2004-01-02 04:00:00,2004,1,2,0.8382705131305535,0.9998109627462709,10.836380140593262
2004-01-02 05:00:00,2004,1,2,0.7781798393507062,0.9997972194308576,10.776152033659283
2004-01-02 06:00:00,2004,1,2,0.9709706373742354,0.9997829939601689,10.968800576975923
2004-01-02 07:00:00,2004,1,2,0.9460560187227581,0.999768286341065,10.943738882133408
2004-01-02 08:00:00,2004,1,2,0.47953322470407356,0.9997530965806385,10.47706419051046
2004-01-02 09:00:00,2004,1,2,0.31144365713749445,0.999737424686215,10.308817903999644
2004-01-02 10:00:00,2004,1,2,0.8450747552336073,0.9997212706653522,10.84228746188713
2004-01-02 11:00:00,2004,1,2,0.12143052752041461,0.9997046345258405,10.11847687277882
2004-01-02 12:00:00,2004,1,2,0.7247354911082722,0.9996875162757026,10.721610653865298
2004-01-02 13:00:00,2004,1,2,0.5066939203259283,0.9996699159231939,10.503393079557867
2004-01-02 14:00:00,2004,1,2,0.024707684071250013,0.9996518334768022,10.021226018839272
2004-01-02 15:00:00,2004,1,2,0.13502853968621653,0.9996332689452478,10.131361229138694
2004-01-02 16:00:00,2004,1,2,0.9155297547873257,0.9996142223374836,10.911671978162161
2004-01-02 17:00:00,2004,1,2,0.15531774656723518,0.9995946936626949,10.151264683194185
2004-01-02 18:00:00,2004,1,2,0.3251341775086206,0.9995746829302993,10.320881006811614
2004-01-02 19:00:00,2004,1,2,0.779774227738743,0.9995541901499472,10.775316129238215
