datetime,year,month,day,hour,VOC,CO,Pb,MP,SO2,NOx
2020-01-01 00:00:00,2020,1,1,0,2.0488135039273248,1.5594480208897572,2.460000345606382,1.6196506202950247,2.4652058640891754,1.575404596065173
2020-01-01 01:00:00,2020,1,1,1,2.181115192661488,1.6588027224676036,1.573397147801321,2.2192613154738687,2.0379929689465404,1.8009894672040367
2020-01-01 02:00:00,2020,1,1,2,1.9687887798560824,1.8224064162974587,1.4093287279224649,2.3382126294441394,2.213423465047249,1.9159064610747272
2020-01-01 03:00:00,2020,1,1,3,1.7519899641834442,1.8251888996308705,1.3973326797839332,2.1862881818165647,1.688685068791298,1.283534365742867
2020-01-01 04:00:00,2020,1,1,4,1.4236547993389048,1.1809676264338216,1.0218606706822395,1.9376160155037567,1.0121868316136344,1.6864451435440657
2020-01-01 05:00:00,2020,1,1,5,1.404713158169177,0.841212575930028,1.328823441810138,1.5597018031217504,1.351626564539393,1.237085692605815
2020-01-01 06:00:00,2020,1,1,6,0.9375872112626925,1.3737206661300636,1.1826719810420234,1.0429100080230356,0.6712780091393867,0.6708444694559702
2020-01-01 07:00:00,2020,1,1,7,1.1329539556795591,0.32463528908335076,0.24670592664917673,0.7354439347846773,1.0149788291541064,0.8719891077104795
2020-01-01 08:00:00,2020,1,1,8,0.9636627605010295,0.5687203990394378,0.4487475572675252,0.49643990872636395,0.7782168493908252,0.19239811947464552
2020-01-01 09:00:00,2020,1,1,9,0.1763347376392302,0.5841456260307372,0.16504951743743007,-0.1933394946435611,0.0765465448682981,0.05235218019850191
2020-01-01 10:00:00,2020,1,1,10,0.4256996342982258,-0.1984847545559975,0.4031060659018026,0.3257293815580868,0.47587169448328076,-0.21553966220581727
2020-01-01 11:00:00,2020,1,1,11,0.06296909346383622,0.1803909234921352,0.3171590496607351,0.2352202461671818,0.19379550602478018,0.022519619710609506
2020-01-01 12:00:00,2020,1,1,12,0.06804456109393231,0.23062200426166723,0.23597316064457063,-0.4377958731991006,-0.4463975785969848,-0.08299684235832139
2020-01-01 13:00:00,2020,1,1,13,0.45967081200359267,0.24126550000856845,-0.46424068201536345,0.40070939754365903,-0.34594937722333524,0.20267161252544924
2020-01-01 14:00:00,2020,1,1,14,-0.29498934558655193,-0.3143156790473865,-0.17788183141988828,-0.2577538304179045,0.2088651377922875,-0.03649443131799074
2020-01-01 15:00:00,2020,1,1,15,-0.11997748148500725,0.4344818842913722,-0.19727344953495735,0.6024394699400517,-0.17343771806067393,0.4740727833287743
2020-01-01 16:00:00,2020,1,1,16,0.02021839744032522,0.15711613223869253,0.9902525878972004,0.7621605906216793,0.5265128096037843,0.312821796053618
2020-01-01 17:00:00,2020,1,1,17,1.0738008004454174,0.5431472111840214,1.1763896728341738,0.45118246907717,0.4047669257448228,0.42832999699210655
2020-01-01 18:00:00,2020,1,1,18,1.2781567509498504,1.428813711583486,1.01917538731987,0.506118619205446,0.563588262266977,0.7093959070597311
2020-01-01 19:00:00,2020,1,1,19,1.6288311933493396,0.8110505893906277,0.9834989211277718,1.3789563877880955,0.9879123601245726,1.3006786200347973
2020-01-01 20:00:00,2020,1,1,20,1.978618342232764,1.8617286533658497,1.5959597329271413,1.0372104599246765,1.7948689890448348,1.4683164861359188
2020-01-01 21:00:00,2020,1,1,21,2.006265345403271,1.7583343372883253,1.4460951798061499,1.5883657364979773,1.6932157405557375,1.5598035114329978
2020-01-01 22:00:00,2020,1,1,22,1.8275047660373702,1.3973485957575869,1.7914314725439808,2.0157084066299245,1.4485982531071868,1.9913345529660467
2020-01-01 23:00:00,2020,1,1,23,2.2464550025755234,2.2199223571471056,2.3159881591284392,1.5163960776504704,2.068017534040739,2.4368873636528408
2020-01-02 00:00:00,2020,1,2,0,1.6182744258689332,2.3575020733587637,2.0073194083332027,1.830120984779513,2.0624454603047484,2.4294532859853044
2020-01-02 01:00:00,2020,1,2,1,2.105846847616592,1.9234773951287094,2.3206543136155524,2.3590578333910477,1.7785295430722288,1.4898066280076212
2020-01-02 02:00:00,2020,1,2,2,1.509378691193485,2.1578645958778084,2.2343591761717643,2.185413632375665,2.216184139775719,1.409402489417898
2020-01-02 03:00:00,2020,1,2,3,2.1517756982361314,2.1175776113912046,1.7574632385816358,1.6685831389455688,1.2779402600451717,1.2162588742072635
2020-01-02 04:00:00,2020,1,2,4,1.5218483217500718,1.5682297079875795,1.8438224204817932,1.1219251599786357,1.0456853458843591,1.5003935088872997
2020-01-02 05:00:00,2020,1,2,5,1.1734809850930443,1.6755101573216096,1.1994369622390422,1.3274868427208666,1.5874418712017295,1.5524112848323146
2020-01-02 06:00:00,2020,1,2,6,0.764555612104627,0.9169749626978672,1.3797314154159763,0.8192367914669788,1.474994353192776,0.7094358221843969
2020-01-02 07:00:00,2020,1,2,7,1.015414644331696,1.0530461008892693,0.3915234513412434,0.9204880042364223,0.8785412704873916,0.63047933234936
2020-01-02 08:00:00,2020,1,2,8,0.4561503322165487,0.7806659994287772,0.3923335261694442,0.5041289779672358,0.22951125479645146,0.09623963399172769
2020-01-02 09:00:00,2020,1,2,9,0.361327167682101,0.511823091224743,0.7160630090783944,0.23745373790137408,0.606960345705194,0.11338734721965543
2020-01-02 10:00:00,2020,1,2,10,-0.3472356033480836,0.04542064021892617,-0.17217001414810346,0.3258974004000497,0.09271297469885903,0.5356530706496294
2020-01-02 11:00:00,2020,1,2,11,0.1517096707868088,0.0023010849766418873,0.2893926335882632,-0.049374171007720846,0.1374706529542365,-0.09779244110433111
2020-01-02 12:00:00,2020,1,2,12,0.11209572272242141,-0.29060567857134567,-0.1023205986702247,0.15217622314427803,0.2654272583665783,0.3762137634829301
2020-01-02 13:00:00,2020,1,2,13,0.15100817058568855,-0.18783948551209745,0.32231310500681815,-0.22892296853634592,0.3638488422085449,0.5272078942725154
2020-01-02 14:00:00,2020,1,2,14,0.5777226747301853,0.3162347507225554,-0.05594882532489226,-0.08164378019206203,0.15588928885210535,0.19617171360126168
2020-01-02 15:00:00,2020,1,2,15,0.47471351791693545,0.11833194594445368,0.2812153710269572,-0.13511205977409296,0.029832226657966865,0.34873914104262366
2020-01-02 16:00:00,2020,1,2,16,0.3595079005737855,0.7242963054071856,0.09453741577766045,0.823619463496087,0.7292467002715053,0.13648737137256134
2020-01-02 17:00:00,2020,1,2,17,0.6782129086968207,0.8655914053608937,0.7767357390586542,0.7402761230525579,0.7649188495672112,0.7563626104391314
2020-01-02 18:00:00,2020,1,2,18,1.1976311959272645,0.8564636130443871,0.7317176553205453,1.2727024354491312,1.1594058548152448,1.4337621288401565
2020-01-02 19:00:00,2020,1,2,19,0.8190445167317901,0.9264373412985357,0.9483538419077279,1.6584100961075317,1.3404660507730322,0.9435206853134238
2020-01-02 20:00:00,2020,1,2,20,1.6667667154456676,1.3197530856016653,1.2337658410421337,1.9777514935564011,1.2799980327847265,1.3300160164279982
2020-01-02 21:00:00,2020,1,2,21,1.8777446508047066,1.5723365392750284,1.961865745360773,1.6832313876152762,2.1434980049868733,2.1590592634547363
2020-01-02 22:00:00,2020,1,2,22,1.5764079648582792,2.011807584555496,1.856916863621988,2.1269215532776227,1.790424265692083,1.8426161653416637
2020-01-02 23:00:00,2020,1,2,23,1.5948521239439213,1.5277479571521686,1.600110202429203,2.077183331827576,1.874369811928383,1.774289450588
2020-01-03 00:00:00,2020,1,3,0,1.8154283509241838,2.3661150078234248,1.9795765884468963,2.310051663890042,2.3971585289918798,1.845392151667581
2020-01-03 01:00:00,2020,1,3,1,1.8296365972316908,2.091226031076007,2.4007489052880735,2.4031729938876283,1.6022974010665934,2.208821359229096
2020-01-03 02:00:00,2020,1,3,2,1.9362221742023182,1.4192029836320015,2.2700480506797565,1.8852960614205414,1.7851731477518364,2.0463459044878687
2020-01-03 03:00:00,2020,1,3,3,1.645708294648868,1.458562643265679,1.3467953954095355,1.5663571006611994,1.4264484744775132,1.9884047603068793
2020-01-03 04:00:00,2020,1,3,4,1.9883738380592262,1.1506062893727,1.4917389650996333,1.0651220397717325,1.6094977047969956,1.5408841959557906
2020-01-03 05:00:00,2020,1,3,5,0.8608638558505488,1.3406596115110405,1.255328894184025,1.7239533239741762,1.5826371554747203,1.3202142564587982
2020-01-03 06:00:00,2020,1,3,6,0.7088767560948347,1.0690164765071568,1.2521421373005461,0.9081103176296483,1.3594992999132987,1.4947732277560764
2020-01-03 07:00:00,2020,1,3,7,0.4024904727824756,0.6053879261732198,0.7783225202689019,0.6924885925715543,0.599010728574668,0.9414355122427094
2020-01-03 08:00:00,2020,1,3,8,0.6531083254653987,0.7597769587312491,0.10308506381452404,0.7831986181718171,0.6468677909557545,0.25582839916295225
2020-01-03 09:00:00,2020,1,3,9,0.046184821353234595,-0.14533461908707995,0.7627789659455835,0.718554040558711,0.2620622589102292,0.37351421261801704
2020-01-03 10:00:00,2020,1,3,10,0.10028536907186753,0.4613443731741583,0.548675729958942,0.40724396362197307,0.36739453852404885,0.04367494733819294
2020-01-03 11:00:00,2020,1,3,11,-0.22150023428746551,0.42260229812087563,0.08739077849277305,-0.34312850010889345,0.10189689338472824,0.052631418959996734
2020-01-03 12:00:00,2020,1,3,12,-0.3410304163544803,-0.3141239348079038,-0.18588540631771822,0.4232020224435352,-0.24844676865471815,0.03106815475426561
2020-01-03 13:00:00,2020,1,3,13,-0.35555068512476323,0.47451851693607244,-0.11665015188257649,0.30178737376685144,0.10040087330189434,0.4253096701270918
2020-01-03 14:00:00,2020,1,3,14,0.29030418568083455,0.3663397644136361,0.328558937103329,0.22043037745563793,0.34134018287763207,0.3348393000253172
2020-01-03 15:00:00,2020,1,3,15,-0.06892382983793416,0.6863390069550479,-0.14276681020281085,0.30313592057362687,0.16156356758043938,0.6505842965341087
2020-01-03 16:00:00,2020,1,3,16,0.196582361680053,0.7914818548296312,0.08581862381575028,0.42734334976655436,0.35090096919751174,0.3899565105874628
2020-01-03 17:00:00,2020,1,3,17,0.6099061255584435,0.3090929939521149,1.1142196121421306,1.2270099008618043,1.0561146420389182,0.4668232419955087
2020-01-03 18:00:00,2020,1,3,18,1.320993229847935,0.7468934740806122,0.9562329125932683,1.254798807313467,0.7686083361731159,1.0168656597075012
2020-01-03 19:00:00,2020,1,3,19,0.8559203208955816,1.609705639253905,0.998001811016136,1.7406665441901794,1.4807342540712178,1.4369126463298283
2020-01-03 20:00:00,2020,1,3,20,1.837944907498804,1.0480863247821026,1.5459031217318377,1.817486891876714,1.472604718916878,1.9529993602318783
2020-01-03 21:00:00,2020,1,3,21,1.3032051890805103,1.9163156586427954,1.24971753941746,1.7643488141496015,2.1694994221781476,1.8668624830578033
2020-01-03 22:00:00,2020,1,3,22,2.3424848687978344,2.0473708510133344,1.9694413148381718,1.7976986317718955,1.8149216660717151,1.7108859050777294
2020-01-03 23:00:00,2020,1,3,23,1.9345770279367696,1.9099373956909758,2.087777660944183,2.2357085509399655,2.306820058977203,1.7222888763901882
2020-01-04 00:00:00,2020,1,4,0,2.476761088190337,2.074825444931224,2.442745254920997,2.1990968864784355,2.1345392905786347,1.996529970301686
2020-01-04 01:00:00,2020,1,4,1,2.070771346034114,1.7264598807932379,1.8342519817712106,2.371051353464714,1.767649231532657,2.2421384810155796
2020-01-04 02:00:00,2020,1,4,2,2.1052889831827404,1.9566845149681487,2.084101186267578,1.7331573456235363,2.321768583445861,1.4437592040236042
2020-01-04 03:00:00,2020,1,4,3,1.2462945734408681,1.895188893182014,1.2169255406364714,1.9919885728227724,1.9145194904803233,1.933957607097506
2020-01-04 04:00:00,2020,1,4,4,1.2828069625764096,1.3856201295970942,1.1340762901412464,1.6327477040202298,1.2136823481930163,1.9069158013164675
2020-01-04 05:00:00,2020,1,4,5,0.8790156063156896,0.9068483913505411,1.5172782045696738,0.7765058282923206,1.0831050815765204,1.1419207483798863
2020-01-04 06:00:00,2020,1,4,6,0.7961401975221449,1.4449543686669148,1.3258337867830816,0.7802238582082266,1.3446022138320075,0.7216342674574834
2020-01-04 07:00:00,2020,1,4,7,0.35990867385172337,1.2306847590303474,1.0732491399651727,0.9619061715070798,1.1746290735558873,0.2872956612065299
2020-01-04 08:00:00,2020,1,4,8,0.3179831793939762,0.06991916698787942,0.7914775750781327,0.6528317795105947,0.00076873183357834,0.08750797565306961
2020-01-04 09:00:00,2020,1,4,9,0.20715621332812245,-0.1514542716431337,0.5616362019559134,0.5320350191661576,0.7591091799303158,0.45984882163784885
2020-01-04 10:00:00,2020,1,4,10,-0.3018779074356544,-0.0033479103908188867,-0.32878830398382825,0.026857887772705202,0.232606405343941,-0.16246084148471024
2020-01-04 11:00:00,2020,1,4,11,0.2265462930809516,0.4735434134450081,-0.3209461639222652,0.21259170730901872,0.11355526076583172,0.08822810883723259
2020-01-04 12:00:00,2020,1,4,12,0.06660145420657515,-0.12003235245790078,-0.09727728727306484,0.37320446315385847,-0.27629510250273226,0.22287323511322887
2020-01-04 13:00:00,2020,1,4,13,-0.20053633534962295,-0.23711297956040728,0.22685760760867296,0.24066997380826577,-0.16000197181811177,-0.052339220969640554
2020-01-04 14:00:00,2020,1,4,14,0.1572226496822608,0.6101935554253242,0.4801389599271178,0.5250119901702706,0.1606945529204476,-0.3109048189208548
2020-01-04 15:00:00,2020,1,4,15,-0.11316627042810629,0.02644879690004137,0.5058547436850562,-0.09711479554796038,0.3052651830198099,0.4368354691770801
2020-01-04 16:00:00,2020,1,4,16,0.5759464955561788,0.6846808512972968,0.13307558895393284,0.9074807076748246,0.32352662767048374,0.5127006942747332
2020-01-04 17:00:00,2020,1,4,17,1.1704771524736934,0.3528904923072205,1.2318528486435711,0.7060849393275912,0.45819794243070483,0.9964154136096237
2020-01-04 18:00:00,2020,1,4,18,0.8185689524513234,1.1321409691879092,0.7001188380429803,0.5179744429240934,1.4143365699131327,1.2721788449379252
2020-01-04 19:00:00,2020,1,4,19,1.426229425066202,0.9037714213132204,1.427697586404817,1.731289177139399,1.1796649056119861,1.6399846216751897
2020-01-04 20:00:00,2020,1,4,20,1.131797862404392,1.2787059534968532,1.0573583750743456,1.3195832953394993,1.1130534384153412,1.4042457899363652
2020-01-04 21:00:00,2020,1,4,21,1.9234339853051128,1.643606073565369,1.6392673361520462,1.2991420859297065,1.6846794274247432,2.0428705350596967
2020-01-04 22:00:00,2020,1,4,22,1.6554314967316395,2.13104227295595,2.0965325974890785,1.7344522462710918,1.8369819795154168,2.103556667836403
2020-01-04 23:00:00,2020,1,4,23,1.6491171882961848,2.021084252435115,1.5562521302040726,2.098114422423183,1.7352434100178997,2.257976296719393
2020-01-05 00:00:00,2020,1,5,0,2.086512934810083,1.6800756669327814,2.431843128240912,2.0377486575565475,1.9881075190700943,1.5504763059930013
2020-01-05 01:00:00,2020,1,5,1,1.4860333724765618,2.2208236672169277,1.7748886984267966,2.0830690340269697,2.0539360097999246,2.0283377108123997
2020-01-05 02:00:00,2020,1,5,2,2.194965433001802,2.003749516618082,1.5833792553220338,1.9317057785128464,2.295287216642348,2.177534266143057
2020-01-05 03:00:00,2020,1,5,3,1.2118022573790945,1.2263330375315893,1.2989409087082846,1.7039608512161772,1.221158025736986,1.8830472159220375
2020-01-05 04:00:00,2020,1,5,4,1.67781653679623,1.0655989227192209,1.6093634980824705,1.2307484452872508,1.9246187371758743,1.720904418611196
2020-01-05 05:00:00,2020,1,5,5,1.0288270182946855,0.8509360391048829,0.876956421225933,1.5168236539408253,0.8047893293947334,1.3431196904865725
2020-01-05 06:00:00,2020,1,5,6,1.2351940221225948,0.7495063048224061,1.3544460162965701,0.7803144060976027,0.8636928179519476,1.4218675237610425
2020-01-05 07:00:00,2020,1,5,7,1.2033695000149176,0.5179007839112524,0.9626909483509047,0.9398866405371262,0.5460439832888919,0.6673193502439196
2020-01-05 08:00:00,2020,1,5,8,0.2487531435199582,0.6774882008561462,0.08178594425868463,0.284442195463724,0.8161303097877746,0.23825290733163923
2020-01-05 09:00:00,2020,1,5,9,0.3690505532312894,0.4432218655319958,0.7897150160990261,-0.06432020651864961,-0.06651971604717494,0.223870253584388
2020-01-05 10:00:00,2020,1,5,10,0.22601652748740025,0.5059777749316847,0.5635772820088336,0.5722082214109081,-0.3512026008960531,0.4282551487535599
2020-01-05 11:00:00,2020,1,5,11,0.10632607950180512,0.3493886891288061,0.5293457138153153,0.056274631214687176,-0.029725859710818814,-0.13192148950179045
2020-01-05 12:00:00,2020,1,5,12,-0.2769183673593817,0.28855089247243726,-0.38581011736864745,0.2887296151394133,-0.44247515748687904,-0.35112047481971886
2020-01-05 13:00:00,2020,1,5,13,0.4868231852279166,0.1229807045395836,-0.2480284375928536,-0.32995021127319474,0.508866235665469,0.15707489390557833
2020-01-05 14:00:00,2020,1,5,14,0.08109997483318848,-0.25939273550458913,0.13388348398082944,0.40435803532868003,-0.0146439804219744,-0.044432697282416445
2020-01-05 15:00:00,2020,1,5,15,0.6393018912845798,0.4806417591200391,0.3716923344230448,0.4768818356108471,0.02882214770646946,0.204345480940679
2020-01-05 16:00:00,2020,1,5,16,0.6994792753175039,0.30232149549534865,0.18552050433145012,0.8926937805712185,0.22246827689945098,0.8907593480046545
2020-01-05 17:00:00,2020,1,5,17,0.538617905752613,1.0245757053026905,1.1920212541414508,0.33988571966201425,1.1113105544141846,0.4348488136735131
2020-01-05 18:00:00,2020,1,5,18,1.313797819702477,0.8666867838133666,1.4740313183230533,1.1212453964988103,0.5977286629218426,1.104603851336956
2020-01-05 19:00:00,2020,1,5,19,1.1553247859495048,0.8932250800423694,0.9496936949802329,1.6383277243151724,1.3906518579620193,0.8309895203872981
2020-01-05 20:00:00,2020,1,5,20,1.8811031971111616,1.6053084105884365,1.4813699182514561,1.9785410124433,1.1174288654411235,1.2523062519106576
2020-01-05 21:00:00,2020,1,5,21,1.788379653822406,2.0899121985245426,1.4839710895963083,1.288631020373592,2.0566387125164494,2.0357311181270754
2020-01-05 22:00:00,2020,1,5,22,2.247760765639291,1.5418835212687023,1.895971768197112,2.0113230573364014,1.746953823175507,1.924969594408472
2020-01-05 23:00:00,2020,1,5,23,2.1584574163668337,1.7603517428149937,1.9270215762011875,1.900445656966499,2.387795559182776,1.667672177342575
2020-01-06 00:00:00,2020,1,6,0,2.2252542798196404,1.764433982863037,1.9762228400226416,2.168989266803883,1.738743475071413,1.642243272771825
2020-01-06 01:00:00,2020,1,6,1,1.9672502082157703,2.2482029906624077,2.3379240645811348,2.2271620603687516,1.5769824822997478,1.976396081406277
2020-01-06 02:00:00,2020,1,6,2,2.3221090385076626,1.518204718412056,2.347203260188881,2.2336431762561277,1.816978572748046,1.453169774710675
2020-01-06 03:00:00,2020,1,6,3,1.8510969804161848,1.6474964228529876,1.2831059553252355,1.9671809977439523,1.6457403090615137,1.8941246892975054
2020-01-06 04:00:00,2020,1,6,4,1.4238550485581798,1.376602831647022,1.0284568144381163,1.7739904711883825,1.4036944022493525,1.502934310182258
2020-01-06 05:00:00,2020,1,6,5,1.3652122592304452,1.528149940171045,1.4188156330924848,0.8295049653441675,0.7636103514948107,1.6173469338133368
2020-01-06 06:00:00,2020,1,6,6,0.5191931983093335,0.9394125075594404,0.6713769784760314,1.4358155739227114,1.0169705989272386,1.2593977358744326
