datetime,year,month,day,random,sazonal,timeSeries
2005-01-01 00:00:00,2005,1,1,0.5600701961175447,1.0,10.560070196117545
2005-01-01 01:00:00,2005,1,1,0.8880275675075466,0.9999997588734665,10.888025156242211
2005-01-01 02:00:00,2005,1,1,0.925168336891977,0.9999990354939822,10.925158691831799
2005-01-01 03:00:00,2005,1,1,0.8656934395478489,0.999997829861896,10.865671738166808
2005-01-01 04:00:00,2005,1,1,0.6837044353301239,0.9999961419777894,10.683665855108018
2005-01-01 05:00:00,2005,1,1,0.9143707160853546,0.9999939718424762,10.914310434510117
2005-01-01 06:00:00,2005,1,1,0.11907004696817514,0.9999913194570031,10.118983241538206
2005-01-01 07:00:00,2005,1,1,0.5155540939349702,0.9999881848226492,10.515435942161462
2005-01-01 08:00:00,2005,1,1,0.48566387593368177,0.9999845679409262,10.485509555342944
2005-01-01 09:00:00,2005,1,1,0.20921889595389975,0.9999804688135782,10.209023584089682
2005-01-01 10:00:00,2005,1,1,0.044031970180583024,0.9999758874425823,10.043790844606406
2005-01-01 11:00:00,2005,1,1,0.08972914220560924,0.9999708238301476,10.089437380507086
2005-01-01 12:00:00,2005,1,1,0.5721677202557534,0.9999652779787161,10.571820500042916
2005-01-01 13:00:00,2005,1,1,0.009395926075203453,0.9999592498909624,10.008988424984828
2005-01-01 14:00:00,2005,1,1,0.9697273633957496,0.9999527395697936,10.969254759093685
2005-01-01 15:00:00,2005,1,1,0.188841506966545,0.9999457470183493,10.188298977150039
2005-01-01 16:00:00,2005,1,1,0.21831203189374981,0.9999382722400014,10.217694754293763
2005-01-01 17:00:00,2005,1,1,0.46995713463065936,0.9999303152383551,10.46926028701421
2005-01-01 18:00:00,2005,1,1,0.7632773980329821,0.9999218760172474,10.762496158205455
2005-01-01 19:00:00,2005,1,1,0.08401603738836028,0.999912954580748,10.083145583195842
2005-01-01 20:00:00,2005,1,1,0.22728371169646344,0.9999035509331596,10.22631922102806
2005-01-01 21:00:00,2005,1,1,0.7084569069632369,0.9998936650790171,10.707393557753408
2005-01-01 22:00:00,2005,1,1,0.4537559163941659,0.9998832970230879,10.452588886625044
2005-01-01 23:00:00,2005,1,1,0.3648658751711975,0.9998724467703719,10.363590342874916
2005-01-02 00:00:00,2005,1,2,0.4862128960591088,0.9998611143261019,10.484824039320127
2005-01-02 01:00:00,2005,1,2,0.5722553852614224,0.9998492996957429,10.570748382218852
2005-01-02 02:00:00,2005,1,2,0.5981738491874009,0.9998370028849926,10.596543878037327
2005-01-02 03:00:00,2005,1,2,0.9331128832382395,0.999824223899781,10.931355122236049
2005-01-02 04:00:00,2005,1,2,0.3824015350697826,0.9998109627462709,10.38051116253249
2005-01-02 05:00:00,2005,1,2,0.8481285762397173,0.9997972194308576,10.846100770548293
2005-01-02 06:00:00,2005,1,2,0.8914602151777097,0.9997829939601689,10.889290154779397
2005-01-02 07:00:00,2005,1,2,0.5209064589732069,0.999768286341065,10.518589322383855
2005-01-02 08:00:00,2005,1,2,0.34084841841271796,0.9997530965806385,10.338379384219103
2005-01-02 09:00:00,2005,1,2,0.8241524032844624,0.999737424686215,10.82152665014661
2005-01-02 10:00:00,2005,1,2,0.2079034244274217,0.9997212706653522,10.205116131080944
2005-01-02 11:00:00,2005,1,2,0.9949147671125547,0.9997046345258405,10.991961112370959
2005-01-02 12:00:00,2005,1,2,0.7346978110252671,0.9996875162757026,10.731572973782294
2005-01-02 13:00:00,2005,1,2,0.9692114125428537,0.9996699159231939,10.965910571774792
2005-01-02 14:00:00,2005,1,2,0.34120710623630834,0.9996518334768022,10.337725441004329
2005-01-02 15:00:00,2005,1,2,0.12403471369997354,0.9996332689452478,10.120367403152452
2005-01-02 16:00:00,2005,1,2,0.47726362914933373,0.9996142223374836,10.47340585252417
2005-01-02 17:00:00,2005,1,2,0.6605528559650007,0.9995946936626949,10.656499792591951
2005-01-02 18:00:00,2005,1,2,0.38253636106793243,0.9995746829302993,10.378283190370926
2005-01-02 19:00:00,2005,1,2,0.4275185699367512,0.9995541901499472,10.423060471436223
2005-01-02 20:00:00,2005,1,2,0.034997037135725995,0.9995332153315211,10.030329190450937
2005-01-02 21:00:00,2005,1,2,0.1456932061902938,0.9995117584851364,10.140810791041659
2005-01-02 22:00:00,2005,1,2,0.9375627310586584,0.9994898196211406,10.932460927270064
2005-01-02 23:00:00,2005,1,2,0.5169296842480294,0.9994673987501137,10.511603671749167
2005-01-03 00:00:00,2005,1,3,0.18850401627971358,0.9994444958828685,10.182948975108399
2005-01-03 01:00:00,2005,1,3,0.5009967928343918,0.9994211110304497,10.49520790313889
2005-01-03 02:00:00,2005,1,3,0.1944302060833063,0.999397244204135,10.188402648124656
2005-01-03 03:00:00,2005,1,3,0.09192362230096263,0.999372895415434,10.085652576455301
2005-01-03 04:00:00,2005,1,3,0.6426453337597378,0.999348064676089,10.636125980520628
2005-01-03 05:00:00,2005,1,3,0.24566388412434859,0.999322751998075,10.238891404105098
2005-01-03 06:00:00,2005,1,3,0.7773106831303257,0.9992969573935987,10.770280257066313
2005-01-03 07:00:00,2005,1,3,0.05373772495813167,0.9992706808750998,10.046444533709131
2005-01-03 08:00:00,2005,1,3,0.8769645660252621,0.9992439224552503,10.869403790577763
2005-01-03 09:00:00,2005,1,3,0.6234109527775434,0.9992166821469545,10.615577774247088
2005-01-03 10:00:00,2005,1,3,0.4448588619515508,0.999188959963349,10.43674846158504
2005-01-03 11:00:00,2005,1,3,0.3176316936515189,0.9991607559178031,10.30923925282955
2005-01-03 12:00:00,2005,1,3,0.9328684404476606,0.9991320700239181,10.924189140686842
2005-01-03 13:00:00,2005,1,3,0.3870302897052118,0.9991029022955281,10.378059312660493
2005-01-03 14:00:00,2005,1,3,0.505582571631177,0.9990732527466991,10.496315099098167
2005-01-03 15:00:00,2005,1,3,0.0030459596836517333,0.9990431213917298,9.99347717360095
2005-01-03 16:00:00,2005,1,3,0.02990094524015785,0.9990125082451511,10.020026027691669
2005-01-03 17:00:00,2005,1,3,0.45435368993046166,0.9989814133217262,10.444167823147724
2005-01-03 18:00:00,2005,1,3,0.4620659390369889,0.9989498366364509,10.451564305401497
2005-01-03 19:00:00,2005,1,3,0.7423428854561718,0.998917778204553,10.731520667501702
2005-01-03 20:00:00,2005,1,3,0.3449887620591703,0.9988852380414929,10.3338411424741
2005-01-03 21:00:00,2005,1,3,0.3076486043804062,0.998852216162963,10.296170766010036
2005-01-03 22:00:00,2005,1,3,0.2506340387548399,0.9988187125848885,10.238821164603724
2005-01-03 23:00:00,2005,1,3,0.48008196249848245,0.9987847273234264,10.467929235732747
2005-01-04 00:00:00,2005,1,4,0.06903869334436441,0.9987502603949663,10.056541297294027
2005-01-04 01:00:00,2005,1,4,0.6850381041525456,0.9987153118161298,10.672191222313844
2005-01-04 02:00:00,2005,1,4,0.9978080089508438,0.9986798816037711,10.984606824988555
2005-01-04 03:00:00,2005,1,4,0.29581749117382006,0.9986439697749765,10.282257188923584
2005-01-04 04:00:00,2005,1,4,0.4084311484026445,0.9986075763470647,10.394506911873291
2005-01-04 05:00:00,2005,1,4,0.7002319963568234,0.9985707013375863,10.685939009732687
2005-01-04 06:00:00,2005,1,4,0.9279036005747991,0.9985333447643246,10.913237048218045
2005-01-04 07:00:00,2005,1,4,0.20327927686022218,0.9984955066452949,10.188234343313171
2005-01-04 08:00:00,2005,1,4,0.33380100310616523,0.9984571869987445,10.31837287309361
2005-01-04 09:00:00,2005,1,4,0.3405813973897973,0.9984183858431536,10.324765255821333
2005-01-04 10:00:00,2005,1,4,0.5915150815575491,0.9983791031972338,10.575306113529887
2005-01-04 11:00:00,2005,1,4,0.6625947763939914,0.9983393390799294,10.645988167193286
2005-01-04 12:00:00,2005,1,4,0.6053993933204153,0.9982990935104169,10.588390328424584
2005-01-04 13:00:00,2005,1,4,0.31703630129530425,0.9982583665081046,10.299619966376351
2005-01-04 14:00:00,2005,1,4,0.979971945122925,0.9982171580926334,10.962143526049259
2005-01-04 15:00:00,2005,1,4,0.6687063118692559,0.9981754682838762,10.650460994708018
2005-01-04 16:00:00,2005,1,4,0.7481220661607327,0.9981332971019379,10.729455037180111
2005-01-04 17:00:00,2005,1,4,0.11845872532397439,0.9980906445671558,10.099365170995531
2005-01-04 18:00:00,2005,1,4,0.3137480445394284,0.9980475107000991,10.29422315154042
2005-01-04 19:00:00,2005,1,4,0.7787110441951683,0.9980038955215694,10.758749999410862
2005-01-04 20:00:00,2005,1,4,0.5428886311102469,0.9979597990526001,10.522486621636247
2005-01-04 21:00:00,2005,1,4,0.44390963288108853,0.9979152213144571,10.42306184602566
2005-01-04 22:00:00,2005,1,4,0.1490010392254797,0.9978701623286378,10.127702662511858
2005-01-04 23:00:00,2005,1,4,0.49545615057865544,0.9978246221168723,10.473702371747379
2005-01-05 00:00:00,2005,1,5,0.8889477721694121,0.9977786007011223,10.866733779180636
2005-01-05 01:00:00,2005,1,5,0.5405993599995433,0.997732098103582,10.517920341035364
2005-01-05 02:00:00,2005,1,5,0.6922787648404666,0.9976851143466773,10.669129908307239
2005-01-05 03:00:00,2005,1,5,0.9946999053514844,0.9976376494530662,10.971076399882147
2005-01-05 04:00:00,2005,1,5,0.9851091522457044,0.9975897034456389,10.961006186702093
2005-01-05 05:00:00,2005,1,5,0.41675907169077053,0.9975412763475174,10.392171835165946
2005-01-05 06:00:00,2005,1,5,0.6208827731932245,0.997492368182056,10.595806455013784
2005-01-05 07:00:00,2005,1,5,0.06462228397879488,0.9974429789728406,10.0390520737072
2005-01-05 08:00:00,2005,1,5,0.5409915708510682,0.9973931087436895,10.514922658287963
2005-01-05 09:00:00,2005,1,5,0.10915600041315132,0.9973427575186525,10.082583575599676
2005-01-05 10:00:00,2005,1,5,0.3898978815661721,0.9972919253220119,10.362817134786292
2005-01-05 11:00:00,2005,1,5,0.8683510512199701,0.9972406121782815,10.840757173002785
2005-01-05 12:00:00,2005,1,5,0.7212265472453248,0.9971888181122075,10.6931147283674
2005-01-05 13:00:00,2005,1,5,0.8998974333950343,0.9971365431487673,10.871262864882707
2005-01-05 14:00:00,2005,1,5,0.35445573238979144,0.997083787313171,10.325293605521502
2005-01-05 15:00:00,2005,1,5,0.652249673483122,0.9970305506308603,10.622555179791725
2005-01-05 16:00:00,2005,1,5,0.980389656491708,0.9969768331275085,10.950157987766794
2005-01-05 17:00:00,2005,1,5,0.1660583363965462,0.9969226348290212,10.135284684686757
2005-01-05 18:00:00,2005,1,5,0.8901986439392569,0.9968679557615356,10.858878201554614
2005-01-05 19:00:00,2005,1,5,0.07004467736943942,0.996812795951421,10.03817263688365
2005-01-05 20:00:00,2005,1,5,0.30126780454079094,0.9967571554252782,10.268839358793572
2005-01-05 21:00:00,2005,1,5,0.6114466037238006,0.9967010342099402,10.578456945823202
2005-01-05 22:00:00,2005,1,5,0.38168639145467487,0.9966444323324715,10.34813071477939
2005-01-05 23:00:00,2005,1,5,0.639131794113992,0.9965873498201685,10.605005292315676
2005-01-06 00:00:00,2005,1,6,0.24095114040055998,0.9965297867005595,10.206249007406154
2005-01-06 01:00:00,2005,1,6,0.11467927582741533,0.9964717430014044,10.079396705841459
2005-01-06 02:00:00,2005,1,6,0.8845832286292433,0.9964132187506951,10.848715416136194
2005-01-06 03:00:00,2005,1,6,0.1727523359778893,0.996354213976655,10.13629447574444
2005-01-06 04:00:00,2005,1,6,0.8204202127090856,0.9962947287077394,10.78336749978648
