datetime,datetime,year,month,day,random,sazonal,timeSeries
2003-01-01 00:00:00,2003-01-01 00:00:00,2003,1,1,0.36962338881488577,1.0,10.369623388814885
2003-01-01 01:00:00,2003-01-01 01:00:00,2003,1,1,0.5940672269339163,0.9999997588734665,10.594064815668581
2003-01-01 02:00:00,2003-01-01 02:00:00,2003,1,1,0.06306425482245859,0.9999990354939822,10.06305460976228
2003-01-01 03:00:00,2003-01-01 03:00:00,2003,1,1,0.014940024826888498,0.999997829861896,10.014918323445848
2003-01-01 04:00:00,2003-01-01 04:00:00,2003,1,1,0.41013891084287146,0.9999961419777894,10.410100330620764
2003-01-01 05:00:00,2003-01-01 05:00:00,2003,1,1,0.07952821565851842,0.9999939718424762,10.079467934083281
2003-01-01 06:00:00,2003-01-01 06:00:00,2003,1,1,0.18213517393855705,0.9999913194570031,10.182048368508587
2003-01-01 07:00:00,2003-01-01 07:00:00,2003,1,1,0.8549009083201137,0.9999881848226492,10.854782756546605
2003-01-01 08:00:00,2003-01-01 08:00:00,2003,1,1,0.9015884851356771,0.9999845679409262,10.90143416454494
2003-01-01 09:00:00,2003-01-01 09:00:00,2003,1,1,0.41611952932286334,0.9999804688135782,10.415924217458645
2003-01-01 10:00:00,2003-01-01 10:00:00,2003,1,1,0.9138967097060616,0.9999758874425823,10.913655584131885
2003-01-01 11:00:00,2003-01-01 11:00:00,2003,1,1,0.48895608224293696,0.9999708238301476,10.488664320544414
2003-01-01 12:00:00,2003-01-01 12:00:00,2003,1,1,0.05860526947833067,0.9999652779787161,10.058258049265493
2003-01-01 13:00:00,2003-01-01 13:00:00,2003,1,1,0.8546845781429037,0.9999592498909624,10.854277077052528
2003-01-01 14:00:00,2003-01-01 14:00:00,2003,1,1,0.5421899022218326,0.9999527395697936,10.541717297919767
2003-01-01 15:00:00,2003-01-01 15:00:00,2003,1,1,0.9344759395551598,0.9999457470183493,10.933933409738653
2003-01-01 16:00:00,2003-01-01 16:00:00,2003,1,1,0.9986230758592766,0.9999382722400014,10.99800579825929
2003-01-01 17:00:00,2003-01-01 17:00:00,2003,1,1,0.7123656119542052,0.9999303152383551,10.711668764337755
2003-01-01 18:00:00,2003-01-01 18:00:00,2003,1,1,0.9158776514292891,0.9999218760172474,10.915096411601763
2003-01-01 19:00:00,2003-01-01 19:00:00,2003,1,1,0.2333169332609315,0.999912954580748,10.232446479068413
2003-01-01 20:00:00,2003-01-01 20:00:00,2003,1,1,0.47220464027331155,0.9999035509331596,10.471240149604908
2003-01-01 21:00:00,2003-01-01 21:00:00,2003,1,1,0.6422456257898984,0.9998936650790171,10.64118227658007
2003-01-01 22:00:00,2003-01-01 22:00:00,2003,1,1,0.785720118866973,0.9998832970230879,10.784553089097852
2003-01-01 23:00:00,2003-01-01 23:00:00,2003,1,1,0.46291398791072225,0.9998724467703719,10.461638455614441
2003-01-02 00:00:00,2003-01-02 00:00:00,2003,1,2,0.37119218439625634,0.9998611143261019,10.369803327657277
2003-01-02 01:00:00,2003-01-02 01:00:00,2003,1,2,0.3600411843084079,0.9998492996957429,10.358534181265837
2003-01-02 02:00:00,2003-01-02 02:00:00,2003,1,2,0.21296392933433772,0.9998370028849926,10.211333958184264
2003-01-02 03:00:00,2003-01-02 03:00:00,2003,1,2,0.8653442924738427,0.999824223899781,10.863586531471652
2003-01-02 04:00:00,2003-01-02 04:00:00,2003,1,2,0.46012169479437026,0.9998109627462709,10.45823132225708
2003-01-02 05:00:00,2003-01-02 05:00:00,2003,1,2,0.6443562203408952,0.9997972194308576,10.642328414649473
2003-01-02 06:00:00,2003-01-02 06:00:00,2003,1,2,0.5289023674936392,0.9997829939601689,10.526732307095328
2003-01-02 07:00:00,2003-01-02 07:00:00,2003,1,2,0.21947997075346937,0.999768286341065,10.217162834164117
2003-01-02 08:00:00,2003-01-02 08:00:00,2003,1,2,0.9297179570981822,0.9997530965806385,10.927248922904568
2003-01-02 09:00:00,2003-01-02 09:00:00,2003,1,2,0.9718524045008964,0.999737424686215,10.969226651363046
2003-01-02 10:00:00,2003-01-02 10:00:00,2003,1,2,0.6832925751826597,0.9997212706653522,10.680505281836183
2003-01-02 11:00:00,2003-01-02 11:00:00,2003,1,2,0.05604464948160914,0.9997046345258405,10.053090994740014
2003-01-02 12:00:00,2003-01-02 12:00:00,2003,1,2,0.30848451311351155,0.9996875162757026,10.305359675870537
2003-01-02 13:00:00,2003-01-02 13:00:00,2003,1,2,0.8307101250208466,0.9996699159231939,10.827409284252786
2003-01-02 14:00:00,2003-01-02 14:00:00,2003,1,2,0.3621418445978797,0.9996518334768022,10.3586601793659
2003-01-02 15:00:00,2003-01-02 15:00:00,2003,1,2,0.5580423643668565,0.9996332689452478,10.554375053819335
2003-01-02 16:00:00,2003-01-02 16:00:00,2003,1,2,0.24729448717318947,0.9996142223374836,10.243436710548025
2003-01-02 17:00:00,2003-01-02 17:00:00,2003,1,2,0.9530720033385567,0.9995946936626949,10.949018939965507
2003-01-02 18:00:00,2003-01-02 18:00:00,2003,1,2,0.7031604185386284,0.9995746829302993,10.698907247841621
2003-01-02 19:00:00,2003-01-02 19:00:00,2003,1,2,0.2634615242839239,0.9995541901499472,10.259003425783396
2003-01-02 20:00:00,2003-01-02 20:00:00,2003,1,2,0.17324607926986924,0.9995332153315211,10.16857823258508
2003-01-02 21:00:00,2003-01-02 21:00:00,2003,1,2,0.9063875258047709,0.9995117584851364,10.901505110656135
2003-01-02 22:00:00,2003-01-02 22:00:00,2003,1,2,0.14335171464515117,0.9994898196211406,10.138249910856556
2003-01-02 23:00:00,2003-01-02 23:00:00,2003,1,2,0.7122564900444551,0.9994673987501137,10.706930477545592
2003-01-03 00:00:00,2003-01-03 00:00:00,2003,1,3,0.4557452199028096,0.9994444958828685,10.450190178731495
2003-01-03 01:00:00,2003-01-03 01:00:00,2003,1,3,0.06150907941767991,0.9994211110304497,10.055720189722178
2003-01-03 02:00:00,2003-01-03 02:00:00,2003,1,3,0.7926998561245042,0.999397244204135,10.786672298165854
