datetime,datetime,year,month,day,random,sazonal,timeSeries
2060-01-01 00:00:00,2060-01-01 00:00:00,2060,1,1,0.196302402494005,1.0,10.196302402494005
2060-01-01 01:00:00,2060-01-01 01:00:00,2060,1,1,0.42655694265612987,0.9999997588734665,10.426554531390796
2060-01-01 02:00:00,2060-01-01 02:00:00,2060,1,1,0.12087737229705753,0.9999990354939822,10.12086772723688
2060-01-01 03:00:00,2060-01-01 03:00:00,2060,1,1,0.8326380513249736,0.999997829861896,10.832616349943933
2060-01-01 04:00:00,2060-01-01 04:00:00,2060,1,1,0.6851897610764394,0.9999961419777894,10.685151180854332
2060-01-01 05:00:00,2060-01-01 05:00:00,2060,1,1,0.9601340887140131,0.9999939718424762,10.960073807138777
2060-01-01 06:00:00,2060-01-01 06:00:00,2060,1,1,0.5720381239514718,0.9999913194570031,10.571951318521503
2060-01-01 07:00:00,2060-01-01 07:00:00,2060,1,1,0.2685693176343895,0.9999881848226492,10.268451165860881
2060-01-01 08:00:00,2060-01-01 08:00:00,2060,1,1,0.5006496664619964,0.9999845679409262,10.500495345871258
2060-01-01 09:00:00,2060-01-01 09:00:00,2060,1,1,0.6244103406449486,0.9999804688135782,10.62421502878073
2060-01-01 10:00:00,2060-01-01 10:00:00,2060,1,1,0.10554321355971141,0.9999758874425823,10.105302087985534
2060-01-01 11:00:00,2060-01-01 11:00:00,2060,1,1,0.17406968238590703,0.9999708238301476,10.173777920687384
2060-01-01 12:00:00,2060-01-01 12:00:00,2060,1,1,0.9887084901674532,0.9999652779787161,10.988361269954616
2060-01-01 13:00:00,2060-01-01 13:00:00,2060,1,1,0.41013466049560954,0.9999592498909624,10.409727159405234
2060-01-01 14:00:00,2060-01-01 14:00:00,2060,1,1,0.8207529190100485,0.9999527395697936,10.820280314707984
2060-01-01 15:00:00,2060-01-01 15:00:00,2060,1,1,0.17289008402059025,0.9999457470183493,10.172347554204084
2060-01-01 16:00:00,2060-01-01 16:00:00,2060,1,1,0.15951031327273135,0.9999382722400014,10.158893035672746
2060-01-01 17:00:00,2060-01-01 17:00:00,2060,1,1,0.29550595879919606,0.9999303152383551,10.294809111182747
2060-01-01 18:00:00,2060-01-01 18:00:00,2060,1,1,0.1920858024741302,0.9999218760172474,10.191304562646604
2060-01-01 19:00:00,2060-01-01 19:00:00,2060,1,1,0.014032483949138919,0.999912954580748,10.01316202975662
2060-01-01 20:00:00,2060-01-01 20:00:00,2060,1,1,0.3927627125636842,0.9999035509331596,10.39179822189528
2060-01-01 21:00:00,2060-01-01 21:00:00,2060,1,1,0.1356433810638059,0.9998936650790171,10.134580031853977
2060-01-01 22:00:00,2060-01-01 22:00:00,2060,1,1,0.5252004118586465,0.9998832970230879,10.524033382089526
2060-01-01 23:00:00,2060-01-01 23:00:00,2060,1,1,0.6427172224029813,0.9998724467703719,10.6414416901067
2060-01-02 00:00:00,2060-01-02 00:00:00,2060,1,2,0.17222811240921365,0.9998611143261019,10.170839255670233
2060-01-02 01:00:00,2060-01-02 01:00:00,2060,1,2,0.33390658516624827,0.9998492996957429,10.332399582123678
2060-01-02 02:00:00,2060-01-02 02:00:00,2060,1,2,0.5318036911005586,0.9998370028849926,10.530173719950485
2060-01-02 03:00:00,2060-01-02 03:00:00,2060,1,2,0.505890349739414,0.999824223899781,10.504132588737223
2060-01-02 04:00:00,2060-01-02 04:00:00,2060,1,2,0.9253873048961075,0.9998109627462709,10.923496932358816
2060-01-02 05:00:00,2060-01-02 05:00:00,2060,1,2,0.7195804750497032,0.9997972194308576,10.71755266935828
2060-01-02 06:00:00,2060-01-02 06:00:00,2060,1,2,0.22023129985504963,0.9997829939601689,10.218061239456738
2060-01-02 07:00:00,2060-01-02 07:00:00,2060,1,2,0.5260314213727078,0.999768286341065,10.523714284783356
2060-01-02 08:00:00,2060-01-02 08:00:00,2060,1,2,0.5430431261699892,0.9997530965806385,10.540574091976374
2060-01-02 09:00:00,2060-01-02 09:00:00,2060,1,2,0.8098980670010115,0.999737424686215,10.80727231386316
2060-01-02 10:00:00,2060-01-02 10:00:00,2060,1,2,0.4117845515417814,0.9997212706653522,10.408997258195305
2060-01-02 11:00:00,2060-01-02 11:00:00,2060,1,2,0.07602991248419844,0.9997046345258405,10.073076257742603
2060-01-02 12:00:00,2060-01-02 12:00:00,2060,1,2,0.14278018405592297,0.9996875162757026,10.13965534681295
2060-01-02 13:00:00,2060-01-02 13:00:00,2060,1,2,0.6726881665484085,0.9996699159231939,10.669387325780347
2060-01-02 14:00:00,2060-01-02 14:00:00,2060,1,2,0.13712844990405204,0.9996518334768022,10.133646784672074
2060-01-02 15:00:00,2060-01-02 15:00:00,2060,1,2,0.29577787417166357,0.9996332689452478,10.292110563624142
2060-01-02 16:00:00,2060-01-02 16:00:00,2060,1,2,0.667625614944258,0.9996142223374836,10.663767838319094
