datetime,datetime,year,month,day,random,sazonal,timeSeries
2053-01-01 00:00:00,2053-01-01 00:00:00,2053,1,1,0.45410404107477675,1.0,10.454104041074777
2053-01-01 01:00:00,2053-01-01 01:00:00,2053,1,1,0.7276497478597498,0.9999997588734665,10.727647336594416
2053-01-01 02:00:00,2053-01-01 02:00:00,2053,1,1,0.5508113045487756,0.9999990354939822,10.550801659488597
2053-01-01 03:00:00,2053-01-01 03:00:00,2053,1,1,0.13263429034722096,0.999997829861896,10.13261258896618
2053-01-01 04:00:00,2053-01-01 04:00:00,2053,1,1,0.15278244692980847,0.9999961419777894,10.152743866707702
2053-01-01 05:00:00,2053-01-01 05:00:00,2053,1,1,0.3249518146540953,0.9999939718424762,10.324891533078858
2053-01-01 06:00:00,2053-01-01 06:00:00,2053,1,1,0.20490957686864097,0.9999913194570031,10.204822771438671
2053-01-01 07:00:00,2053-01-01 07:00:00,2053,1,1,0.2667967088670252,0.9999881848226492,10.266678557093517
2053-01-01 08:00:00,2053-01-01 08:00:00,2053,1,1,0.7645218214140717,0.9999845679409262,10.764367500823333
2053-01-01 09:00:00,2053-01-01 09:00:00,2053,1,1,0.016878966148832997,0.9999804688135782,10.016683654284614
2053-01-01 10:00:00,2053-01-01 10:00:00,2053,1,1,0.48630226234128326,0.9999758874425823,10.486061136767105
2053-01-01 11:00:00,2053-01-01 11:00:00,2053,1,1,0.09817423176193207,0.9999708238301476,10.097882470063409
2053-01-01 12:00:00,2053-01-01 12:00:00,2053,1,1,0.4531132340959949,0.9999652779787161,10.452766013883156
2053-01-01 13:00:00,2053-01-01 13:00:00,2053,1,1,0.47505666044498784,0.9999592498909624,10.474649159354612
2053-01-01 14:00:00,2053-01-01 14:00:00,2053,1,1,0.710986578836598,0.9999527395697936,10.710513974534534
2053-01-01 15:00:00,2053-01-01 15:00:00,2053,1,1,0.02302705708760744,0.9999457470183493,10.0224845272711
2053-01-01 16:00:00,2053-01-01 16:00:00,2053,1,1,0.27227030657249485,0.9999382722400014,10.271653028972509
2053-01-01 17:00:00,2053-01-01 17:00:00,2053,1,1,0.6705440737282277,0.9999303152383551,10.669847226111779
2053-01-01 18:00:00,2053-01-01 18:00:00,2053,1,1,0.20644799554118487,0.9999218760172474,10.205666755713658
2053-01-01 19:00:00,2053-01-01 19:00:00,2053,1,1,0.281117455603362,0.999912954580748,10.280247001410842
2053-01-01 20:00:00,2053-01-01 20:00:00,2053,1,1,0.6154196005275049,0.9999035509331596,10.614455109859101
2053-01-01 21:00:00,2053-01-01 21:00:00,2053,1,1,0.5285514009846775,0.9998936650790171,10.527488051774847
2053-01-01 22:00:00,2053-01-01 22:00:00,2053,1,1,0.455795550079899,0.9998832970230879,10.454628520310777
2053-01-01 23:00:00,2053-01-01 23:00:00,2053,1,1,0.20808356568147213,0.9998724467703719,10.20680803338519
2053-01-02 00:00:00,2053-01-02 00:00:00,2053,1,2,0.1473743961887377,0.9998611143261019,10.145985539449757
2053-01-02 01:00:00,2053-01-02 01:00:00,2053,1,2,0.4900703526974223,0.9998492996957429,10.488563349654852
2053-01-02 02:00:00,2053-01-02 02:00:00,2053,1,2,0.03824334246991101,0.9998370028849926,10.036613371319838
2053-01-02 03:00:00,2053-01-02 03:00:00,2053,1,2,0.49256214970195833,0.999824223899781,10.490804388699768
2053-01-02 04:00:00,2053-01-02 04:00:00,2053,1,2,0.90654317703004,0.9998109627462709,10.904652804492748
2053-01-02 05:00:00,2053-01-02 05:00:00,2053,1,2,0.8051967139696901,0.9997972194308576,10.803168908278266
2053-01-02 06:00:00,2053-01-02 06:00:00,2053,1,2,0.7813570290268588,0.9997829939601689,10.779186968628547
2053-01-02 07:00:00,2053-01-02 07:00:00,2053,1,2,0.07774314453508913,0.999768286341065,10.075426007945739
2053-01-02 08:00:00,2053-01-02 08:00:00,2053,1,2,0.4280833594217036,0.9997530965806385,10.42561432522809
2053-01-02 09:00:00,2053-01-02 09:00:00,2053,1,2,0.03870264736752005,0.999737424686215,10.03607689422967
2053-01-02 10:00:00,2053-01-02 10:00:00,2053,1,2,0.8002103365680145,0.9997212706653522,10.797423043221537
2053-01-02 11:00:00,2053-01-02 11:00:00,2053,1,2,0.17205555512764603,0.9997046345258405,10.16910190038605
2053-01-02 12:00:00,2053-01-02 12:00:00,2053,1,2,0.731752117554177,0.9996875162757026,10.728627280311203
2053-01-02 13:00:00,2053-01-02 13:00:00,2053,1,2,0.508658459908515,0.9996699159231939,10.505357619140455
2053-01-02 14:00:00,2053-01-02 14:00:00,2053,1,2,0.3796605431908542,0.9996518334768022,10.376178877958875
2053-01-02 15:00:00,2053-01-02 15:00:00,2053,1,2,0.2675352856189258,0.9996332689452478,10.263867975071404
2053-01-02 16:00:00,2053-01-02 16:00:00,2053,1,2,0.3496288456930976,0.9996142223374836,10.345771069067933
2053-01-02 17:00:00,2053-01-02 17:00:00,2053,1,2,0.6791418940666762,0.9995946936626949,10.675088830693626
2053-01-02 18:00:00,2053-01-02 18:00:00,2053,1,2,0.8016425813869192,0.9995746829302993,10.797389410689913
2053-01-02 19:00:00,2053-01-02 19:00:00,2053,1,2,0.09713047443826506,0.9995541901499472,10.092672375937736
2053-01-02 20:00:00,2053-01-02 20:00:00,2053,1,2,0.27671212401199674,0.9995332153315211,10.272044277327208
2053-01-02 21:00:00,2053-01-02 21:00:00,2053,1,2,0.9291674560976627,0.9995117584851364,10.924285040949027
2053-01-02 22:00:00,2053-01-02 22:00:00,2053,1,2,0.5491171154192093,0.9994898196211406,10.544015311630615
2053-01-02 23:00:00,2053-01-02 23:00:00,2053,1,2,0.2249849878568858,0.9994673987501137,10.219658975358023
2053-01-03 00:00:00,2053-01-03 00:00:00,2053,1,3,0.4647180053365988,0.9994444958828685,10.459162964165284
2053-01-03 01:00:00,2053-01-03 01:00:00,2053,1,3,0.9632500403038592,0.9994211110304497,10.957461150608356
2053-01-03 02:00:00,2053-01-03 02:00:00,2053,1,3,0.956383741049805,0.999397244204135,10.950356183091156
2053-01-03 03:00:00,2053-01-03 03:00:00,2053,1,3,0.1151596621144173,0.999372895415434,10.108888616268755
2053-01-03 04:00:00,2053-01-03 04:00:00,2053,1,3,0.9827678441205827,0.999348064676089,10.976248490881472
2053-01-03 05:00:00,2053-01-03 05:00:00,2053,1,3,0.15982372380894494,0.999322751998075,10.153051243789694
2053-01-03 06:00:00,2053-01-03 06:00:00,2053,1,3,0.9000105628584106,0.9992969573935987,10.892980136794398
2053-01-03 07:00:00,2053-01-03 07:00:00,2053,1,3,0.4820212689647979,0.9992706808750998,10.474728077715797
2053-01-03 08:00:00,2053-01-03 08:00:00,2053,1,3,0.97051245404134,0.9992439224552503,10.962951678593843
2053-01-03 09:00:00,2053-01-03 09:00:00,2053,1,3,0.5051999433134265,0.9992166821469545,10.49736676478297
2053-01-03 10:00:00,2053-01-03 10:00:00,2053,1,3,0.5414495171736751,0.999188959963349,10.533339116807165
2053-01-03 11:00:00,2053-01-03 11:00:00,2053,1,3,0.25605362954494926,0.9991607559178031,10.24766118872298
2053-01-03 12:00:00,2053-01-03 12:00:00,2053,1,3,0.6376982353528993,0.9991320700239181,10.629018935592082
2053-01-03 13:00:00,2053-01-03 13:00:00,2053,1,3,0.2483438835372449,0.9991029022955281,10.239372906492527
2053-01-03 14:00:00,2053-01-03 14:00:00,2053,1,3,0.436970254052668,0.9990732527466991,10.427702781519658
2053-01-03 15:00:00,2053-01-03 15:00:00,2053,1,3,0.7245137301626129,0.9990431213917298,10.71494494407991
2053-01-03 16:00:00,2053-01-03 16:00:00,2053,1,3,0.5703714467926132,0.9990125082451511,10.560496529244125
2053-01-03 17:00:00,2053-01-03 17:00:00,2053,1,3,0.3185128669560585,0.9989814133217262,10.308327000173321
