datetime,datetime,year,month,day,random,sazonal,timeSeries
2004-01-01 00:00:00,2004-01-01 00:00:00,2004,1,1,0.14827424838793457,1.0,10.148274248387935
2004-01-01 01:00:00,2004-01-01 01:00:00,2004,1,1,0.08703698116694047,0.9999997588734665,10.087034569901606
2004-01-01 02:00:00,2004-01-01 02:00:00,2004,1,1,0.9825029221129464,0.9999990354939822,10.982493277052768
2004-01-01 03:00:00,2004-01-01 03:00:00,2004,1,1,0.2931757031286508,0.999997829861896,10.29315400174761
2004-01-01 04:00:00,2004-01-01 04:00:00,2004,1,1,0.08688793692717045,0.9999961419777894,10.086849356705063
2004-01-01 05:00:00,2004-01-01 05:00:00,2004,1,1,0.6647472411973445,0.9999939718424762,10.664686959622108
2004-01-01 06:00:00,2004-01-01 06:00:00,2004,1,1,0.00016761844577539708,0.9999913194570031,10.000080813015806
2004-01-01 07:00:00,2004-01-01 07:00:00,2004,1,1,0.7379472253213032,0.9999881848226492,10.737829073547795
2004-01-01 08:00:00,2004-01-01 08:00:00,2004,1,1,0.8349707154697361,0.9999845679409262,10.834816394878999
2004-01-01 09:00:00,2004-01-01 09:00:00,2004,1,1,0.34697686041396214,0.9999804688135782,10.346781548549744
2004-01-01 10:00:00,2004-01-01 10:00:00,2004,1,1,0.1396706814788391,0.9999758874425823,10.13942955590466
2004-01-01 11:00:00,2004-01-01 11:00:00,2004,1,1,0.1361345361835934,0.9999708238301476,10.13584277448507
2004-01-01 12:00:00,2004-01-01 12:00:00,2004,1,1,0.1251371495008199,0.9999652779787161,10.124789929287981
2004-01-01 13:00:00,2004-01-01 13:00:00,2004,1,1,0.08523853827417971,0.9999592498909624,10.084831037183804
2004-01-01 14:00:00,2004-01-01 14:00:00,2004,1,1,0.466834891465156,0.9999527395697936,10.466362287163092
2004-01-01 15:00:00,2004-01-01 15:00:00,2004,1,1,0.12961327603135575,0.9999457470183493,10.129070746214849
2004-01-01 16:00:00,2004-01-01 16:00:00,2004,1,1,0.010615659518141474,0.9999382722400014,10.009998381918155
2004-01-01 17:00:00,2004-01-01 17:00:00,2004,1,1,0.0432043754771011,0.9999303152383551,10.042507527860652
2004-01-01 18:00:00,2004-01-01 18:00:00,2004,1,1,0.2670754237908267,0.9999218760172474,10.2662941839633
2004-01-01 19:00:00,2004-01-01 19:00:00,2004,1,1,0.6156293817258413,0.999912954580748,10.614758927533321
2004-01-01 20:00:00,2004-01-01 20:00:00,2004,1,1,0.48921183463498996,0.9999035509331596,10.488247343966586
2004-01-01 21:00:00,2004-01-01 21:00:00,2004,1,1,0.4907308466948612,0.9998936650790171,10.489667497485032
2004-01-01 22:00:00,2004-01-01 22:00:00,2004,1,1,0.33969072653449595,0.9998832970230879,10.338523696765375
2004-01-01 23:00:00,2004-01-01 23:00:00,2004,1,1,0.39193235628762535,0.9998724467703719,10.390656823991344
2004-01-02 00:00:00,2004-01-02 00:00:00,2004,1,2,0.540572990096314,0.9998611143261019,10.539184133357333
2004-01-02 01:00:00,2004-01-02 01:00:00,2004,1,2,0.27975586479988324,0.9998492996957429,10.278248861757312
2004-01-02 02:00:00,2004-01-02 02:00:00,2004,1,2,0.02897920899051254,0.9998370028849926,10.02734923784044
2004-01-02 03:00:00,2004-01-02 03:00:00,2004,1,2,0.3504844395745267,0.999824223899781,10.348726678572335
2004-01-02 04:00:00,2004-01-02 04:00:00,2004,1,2,0.500213426279689,0.9998109627462709,10.498323053742398
2004-01-02 05:00:00,2004-01-02 05:00:00,2004,1,2,0.3530193491434762,0.9997972194308576,10.350991543452054
2004-01-02 06:00:00,2004-01-02 06:00:00,2004,1,2,0.4537790850726259,0.9997829939601689,10.451609024674314
2004-01-02 07:00:00,2004-01-02 07:00:00,2004,1,2,0.959668164187308,0.999768286341065,10.957351027597957
2004-01-02 08:00:00,2004-01-02 08:00:00,2004,1,2,0.5495523932974898,0.9997530965806385,10.547083359103874
2004-01-02 09:00:00,2004-01-02 09:00:00,2004,1,2,0.42929791417097685,0.999737424686215,10.426672161033126
2004-01-02 10:00:00,2004-01-02 10:00:00,2004,1,2,0.9707604589061983,0.9997212706653522,10.967973165559721
2004-01-02 11:00:00,2004-01-02 11:00:00,2004,1,2,0.9817705527289514,0.9997046345258405,10.978816897987356
2004-01-02 12:00:00,2004-01-02 12:00:00,2004,1,2,0.2730006855758539,0.9996875162757026,10.26987584833288
2004-01-02 13:00:00,2004-01-02 13:00:00,2004,1,2,0.6770601719696226,0.9996699159231939,10.673759331201563
2004-01-02 14:00:00,2004-01-02 14:00:00,2004,1,2,0.8466468884556883,0.9996518334768022,10.843165223223709
2004-01-02 15:00:00,2004-01-02 15:00:00,2004,1,2,0.9009539100979537,0.9996332689452478,10.897286599550432
2004-01-02 16:00:00,2004-01-02 16:00:00,2004,1,2,0.8437313770663577,0.9996142223374836,10.839873600441194
2004-01-02 17:00:00,2004-01-02 17:00:00,2004,1,2,0.8558860544004259,0.9995946936626949,10.851832991027376
2004-01-02 18:00:00,2004-01-02 18:00:00,2004,1,2,0.5756666789489253,0.9995746829302993,10.571413508251919
2004-01-02 19:00:00,2004-01-02 19:00:00,2004,1,2,0.5644807116653588,0.9995541901499472,10.560022613164831
2004-01-02 20:00:00,2004-01-02 20:00:00,2004,1,2,0.6578465850548929,0.9995332153315211,10.653178738370103
2004-01-02 21:00:00,2004-01-02 21:00:00,2004,1,2,0.3957629026604118,0.9995117584851364,10.390880487511776
2004-01-02 22:00:00,2004-01-02 22:00:00,2004,1,2,0.08949051927372276,0.9994898196211406,10.084388715485128
2004-01-02 23:00:00,2004-01-02 23:00:00,2004,1,2,0.39049353370678896,0.9994673987501137,10.385167521207926
2004-01-03 00:00:00,2004-01-03 00:00:00,2004,1,3,0.043540933847190155,0.9994444958828685,10.037985892675875
2004-01-03 01:00:00,2004-01-03 01:00:00,2004,1,3,0.6686883441183076,0.9994211110304497,10.662899454422806
2004-01-03 02:00:00,2004-01-03 02:00:00,2004,1,3,0.9143210979996469,0.999397244204135,10.908293540040997
2004-01-03 03:00:00,2004-01-03 03:00:00,2004,1,3,0.071668343493963,0.999372895415434,10.065397297648301
2004-01-03 04:00:00,2004-01-03 04:00:00,2004,1,3,0.8674954055524899,0.999348064676089,10.86097605231338
2004-01-03 05:00:00,2004-01-03 05:00:00,2004,1,3,0.269435103401774,0.999322751998075,10.262662623382523
2004-01-03 06:00:00,2004-01-03 06:00:00,2004,1,3,0.9648418317722589,0.9992969573935987,10.957811405708245
2004-01-03 07:00:00,2004-01-03 07:00:00,2004,1,3,0.28739292780462344,0.9992706808750998,10.280099736555622
2004-01-03 08:00:00,2004-01-03 08:00:00,2004,1,3,0.9532555645329505,0.9992439224552503,10.945694789085453
2004-01-03 09:00:00,2004-01-03 09:00:00,2004,1,3,0.35085747430947245,0.9992166821469545,10.343024295779017
2004-01-03 10:00:00,2004-01-03 10:00:00,2004,1,3,0.8621665538167683,0.999188959963349,10.854056153450259
2004-01-03 11:00:00,2004-01-03 11:00:00,2004,1,3,0.9805345628977766,0.9991607559178031,10.972142122075807
2004-01-03 12:00:00,2004-01-03 12:00:00,2004,1,3,0.48858752397930505,0.9991320700239181,10.479908224218487
2004-01-03 13:00:00,2004-01-03 13:00:00,2004,1,3,0.26576609213763347,0.9991029022955281,10.256795115092915
